Variety,Subgroup,Family,ISO639,Glottolog_id,AIATSISCode,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,girran,kiran,ashes,"Ash, A. and Lissarrague, A. and Giacon, J",ashes,N,-29.91686548,149.6172319,*kirran,Central-NSW,ashes,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,-bidi,-piti,big,"Ash, A. and Lissarrague, A. and Giacon, J",big,Adj,-29.91686548,149.6172319,*-piti,N/A,big,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yii-li,jiːli,bite,"Ash, A. and Lissarrague, A. and Giacon, J",bite,V,-29.91686548,149.6172319,*yii-li,Central-NSW,bite,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,buluuy,puluːj,black,"Ash, A. and Lissarrague, A. and Giacon, J",black,Adj,-29.91686548,149.6172319,*bulu:y,Central-NSW,black,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,galiya-y,kalijaj,climb,"Ash, A. and Lissarrague, A. and Giacon, J",climb,V,-29.91686548,149.6172319,*kaliya-y,N/A,climb,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yu-gi,juki,"cry, weep","Ash, A. and Lissarrague, A. and Giacon, J",cry,Vi,-29.91686548,149.6172319,*yu-ki,N/A,cry,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,garra-li,karali,cut,"Ash, A. and Lissarrague, A. and Giacon, J",cut,Vt,-29.91686548,149.6172319,*karra-li,N/A,cut,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"buruma, mirri",puɹuma,dog,"Ash, A. and Lissarrague, A. and Giacon, J",dog,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngadaa,ŋataː,below,"Ash, A. and Lissarrague, A. and Giacon, J","down, below",Adv,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngarribaa,ŋaripaː,east,"Ash, A. and Lissarrague, A. and Giacon, J",east,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dha-li,t̪ali,eat,"Ash, A. and Lissarrague, A. and Giacon, J",eat,Vt,-29.91686548,149.6172319,*ca,N/A,eat,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gawu,kawu,egg,"Ash, A. and Lissarrague, A. and Giacon, J",egg,N,-29.91686548,149.6172319,*kapu,N/A,egg,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,bundaa-gi,puntaːki,fall,"Ash, A. and Lissarrague, A. and Giacon, J",fall,Vi,-29.91686548,149.6172319,*punta:-ki,N/A,fall,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,wamu,wamu,fat (n),"Ash, A. and Lissarrague, A. and Giacon, J",grease,N,-29.91686548,149.6172319,*wamu,N/A,"fat, grease",
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,wii,wiː,fire,"Ash, A. and Lissarrague, A. and Giacon, J",fire,N,-29.91686548,149.6172319,*wi:-2,N/A,fire,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,burruluu,puruluː,fly,"Ash, A. and Lissarrague, A. and Giacon, J",fly,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yuul,juːl,vegetable food,"Ash, A. and Lissarrague, A. and Giacon, J",vegetable food,N,-29.91686548,149.6172319,*yu:l,N/A,vegetable food,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngulu,ŋulu,forehead,"Ash, A. and Lissarrague, A. and Giacon, J",forehead,N,-29.91686548,149.6172319,*ŋulu,N/A,forehead,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,wuu-rri,wuːri,give,"Ash, A. and Lissarrague, A. and Giacon, J",give,V,-29.91686548,149.6172319,*wu:-rri,N/A,give,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhawun,t̪awun,ground,"Ash, A. and Lissarrague, A. and Giacon, J",ground,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mara,maɹa,hand,"Ash, A. and Lissarrague, A. and Giacon, J",hand,N,-29.91686548,149.6172319,*mara-2,N/A,hand,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gawugaa,kawukaː,head,"Ash, A. and Lissarrague, A. and Giacon, J",head,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,winanga-li,winaŋali,hear,"Ash, A. and Lissarrague, A. and Giacon, J",hear,V,-29.91686548,149.6172319,*winanga-li,N/A,hear,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,buma-li,pumali,hit (with hand),"Ash, A. and Lissarrague, A. and Giacon, J",hit (with hand),Vt,-29.91686548,149.6172319,*puma-li,N/A,hit,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yuulngin,juːlŋin,hungry,"Ash, A. and Lissarrague, A. and Giacon, J",hungry,Adj,-29.91686548,149.6172319,*yu:lŋin,N/A,hungry,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngaya,ŋaja,1sg,"Ash, A. and Lissarrague, A. and Giacon, J",I,Pro,-29.91686548,149.6172319,*naya,N/A,I,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"buu, garril",puː,leaf,"Ash, A. and Lissarrague, A. and Giacon, J",leaf,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gana,kana,liver,"Ash, A. and Lissarrague, A. and Giacon, J",liver,N,-29.91686548,149.6172319,*kana-2,N/A,liver,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,guraarr,kuɹaːr,long,"Ash, A. and Lissarrague, A. and Giacon, J",long,Adj,-29.91686548,149.6172319,*kura:rr,N/A,long,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhii,t̪iː,animal meat,"Ash, A. and Lissarrague, A. and Giacon, J","meat, animal",N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gilay,kilaj,moon,"Ash, A. and Lissarrague, A. and Giacon, J",moon,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gayrr,kajr,name,"Ash, A. and Lissarrague, A. and Giacon, J",name,N,-29.91686548,149.6172319,*kayrr,N/A,name,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yilaadhu,jilaːt̪u,"now, today","Ash, A. and Lissarrague, A. and Giacon, J","now, today",Adv,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,maal,maːl,one,"Ash, A. and Lissarrague, A. and Giacon, J",one,Num,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mari,maɹi,Aborigine,"Ash, A. and Lissarrague, A. and Giacon, J","person, Aborigine",N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,nhuwi,n̪uwi,rotten,"Ash, A. and Lissarrague, A. and Giacon, J",rotten,Adj,-29.91686548,149.6172319,*nhuwi,N/A,rotten,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngami-li,ŋamili,see,"Ash, A. and Lissarrague, A. and Giacon, J",see,V,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngarri-y,ŋarij,sit,"Ash, A. and Lissarrague, A. and Giacon, J",sit,V,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gunagala,kunakala,sky,"Ash, A. and Lissarrague, A. and Giacon, J",sky,N,-29.91686548,149.6172319,*gunagala,N/A,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"gaay, gaaynmara",kaːj,small,"Ash, A. and Lissarrague, A. and Giacon, J",small,Adj,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,buwi-y,puwij,smell it,"Ash, A. and Lissarrague, A. and Giacon, J",smell it,Vt,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhuu,t̪uː,smoke,"Ash, A. and Lissarrague, A. and Giacon, J",smoke,N,-29.91686548,149.6172319,*cupu,N/A,smoke,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhuru,t̪uɹu,snake,"Ash, A. and Lissarrague, A. and Giacon, J",snake,N,-29.91686548,149.6172319,*thurruŋ,N/A,snake,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,guwaa-li,kuwaː.li,speak,"Ash, A. and Lissarrague, A. and Giacon, J",speak,V,-29.91686548,149.6172319,*kuwa:-li,N/A,speak,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,bilaarr,pilaːr,spear,"Ash, A. and Lissarrague, A. and Giacon, J",spear,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mirii,miɹiː,star,"Ash, A. and Lissarrague, A. and Giacon, J",star,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"maarama, yarral, maayama",maːɹama,stone,"Ash, A. and Lissarrague, A. and Giacon, J",stone,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yaraay,jaɹaːj,sun,"Ash, A. and Lissarrague, A. and Giacon, J",sun,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhun,t̪un,tail,"Ash, A. and Lissarrague, A. and Giacon, J",tail,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,nhalay,n̪alaj,this,"Ash, A. and Lissarrague, A. and Giacon, J",this,D,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhulu,t̪ulu,tree,"Ash, A. and Lissarrague, A. and Giacon, J",tree,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,bulaarr,pulaːr,two,"Ash, A. and Lissarrague, A. and Giacon, J",two,Num,-29.91686548,149.6172319,*pula,N/A,they (Du),
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gali,kali,water,"Ash, A. and Lissarrague, A. and Giacon, J",water,N,-29.91686548,149.6172319,*kali,Pama-Nyungan,water,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"minya, minyama",miɲa,what?,"Ash, A. and Lissarrague, A. and Giacon, J",what?,Pro,-29.91686548,149.6172319,*miña,N/A,what,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhalaa,t̪alaː,where?,"Ash, A. and Lissarrague, A. and Giacon, J",where?,Adv,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"ngaandu, ngaandi",ŋaːntu,who,"Ash, A. and Lissarrague, A. and Giacon, J",who?,Pro,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mayrraa,majraː,wind,"Ash, A. and Lissarrague, A. and Giacon, J",wind,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"yinarr, wirringgaa",jinar,woman,"Ash, A. and Lissarrague, A. and Giacon, J",woman,N,-29.91686548,149.6172319,*yinarr,N/A,woman,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,balu-gi,paluki,die,"Ash, A. and Lissarrague, A. and Giacon, J",die,V,-29.91686548,149.6172319,*palu-ki,N/A,die,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gaa-gi,kaː.ki,take something,"Ash, A. and Lissarrague, A. and Giacon, J",take,Vt,-29.91686548,149.6172319,*ka:,N/A,carry,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,waa-li,waː.li,throw,"Ash, A. and Lissarrague, A. and Giacon, J",throw,V,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhu-rri,t̪uri,spear,"Ash, A. and Lissarrague, A. and Giacon, J",spear,N,-29.91686548,149.6172319,*thu-rri,N/A,spear,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gindama-y,kintamaj,laugh,"Ash, A. and Lissarrague, A. and Giacon, J",laugh,V,-29.91686548,149.6172319,*kintama-y,N/A,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"marrabaa, gaba",marapaː,good,"Ash, A. and Lissarrague, A. and Giacon, J",good,Adj,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gagil,kakil,bad,"Ash, A. and Lissarrague, A. and Giacon, J",bad,Adj,-29.91686548,149.6172319,*kaca,N/A,rotten,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mawu-gi,mawuki,dig,"Ash, A. and Lissarrague, A. and Giacon, J",dig,V,-29.91686548,149.6172319,*mawu-ki,N/A,dig,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"bagay, dharra, mayan, gaawal",pakaj,creek,"Ash, A. and Lissarrague, A. and Giacon, J",creek,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngurrugu,ŋuruku,tomorrow,"Ash, A. and Lissarrague, A. and Giacon, J",tomorrow,Adv,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gulibaa,kulipaː,three,"Ash, A. and Lissarrague, A. and Giacon, J",three,Num,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"guwiin, guwiinbaa",kuwiːn,"near, close by","Ash, A. and Lissarrague, A. and Giacon, J",near,Adv,-29.91686548,149.6172319,*kuwi:npa:,N/A,near,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,nguru,ŋuɹu,3sg,"Ash, A. and Lissarrague, A. and Giacon, J",he,Pro,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,barran,paran,boomerang,"Ash, A. and Lissarrague, A. and Giacon, J",boomerang,N,-29.91686548,149.6172319,*parran,N/A,boomerang,or cognate with 4985?
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,burriin,puriːn,shield,"Ash, A. and Lissarrague, A. and Giacon, J",shield,N,-29.91686548,149.6172319,*purri:n,N/A,shield,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"wirriil, yadhaarr",wiriːl,feather,"Ash, A. and Lissarrague, A. and Giacon, J",feather,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mudhay,mut̪aj,Possum,"Ash, A. and Lissarrague, A. and Giacon, J",possum,N,-29.91686548,149.6172319,*muthay,N/A,possum,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gulayaali,kulajaːli,pelican,"Ash, A. and Lissarrague, A. and Giacon, J",pelican,N,-29.91686548,149.6172319,*kulaya:li,N/A,pelican,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,guya,kuja,fish,"Ash, A. and Lissarrague, A. and Giacon, J",fish,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mungin,muŋin,mosquito,"Ash, A. and Lissarrague, A. and Giacon, J",mosquito,N,-29.91686548,149.6172319,*muŋin,N/A,mosquito,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,garaarr,kaɹaːr,grass,"Ash, A. and Lissarrague, A. and Giacon, J",grass,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"gundaa, yuru",kuntaː,cloud,"Ash, A. and Lissarrague, A. and Giacon, J",cloud,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"garaay, gumbugan",kaɹaːj,sand,"Ash, A. and Lissarrague, A. and Giacon, J",sand,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,madhanbaa,mat̪anpaː,heavy,"Ash, A. and Lissarrague, A. and Giacon, J",heavy,Adj,-29.91686548,149.6172319,*manthanpa:,N/A,heavy,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gabanbaa,kapanpaː,light,"Ash, A. and Lissarrague, A. and Giacon, J",light,N,-29.91686548,149.6172319,*kapanpa:,N/A,light,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,balal,palal,dry,"Ash, A. and Lissarrague, A. and Giacon, J",dry,Adj,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ganay,kanaj,digging stick,"Ash, A. and Lissarrague, A. and Giacon, J","yamstick, digging stick",N,-29.91686548,149.6172319,*kana,N/A,digging stick,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhulii,t̪uliː,goanna,"Ash, A. and Lissarrague, A. and Giacon, J",goanna,N,-29.91686548,149.6172319,*thuli:yn,N/A,sand goanna,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yaluu,jaluː,again,"Ash, A. and Lissarrague, A. and Giacon, J",again,Adv,-29.91686548,149.6172319,*yalu,N/A,there,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"garigari, giyal",kaɹikaɹi,be afraid,"Ash, A. and Lissarrague, A. and Giacon, J","afraid (be) (V, Adj)",Vi,-29.91686548,149.6172319,*karikari,Central-NSW,afraid (be),
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,murrun,murun,alive,"Ash, A. and Lissarrague, A. and Giacon, J",alive,Adj,-29.91686548,149.6172319,*murrun,NSW areal,alive,any more recs to this level?
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ganu,kanu,all,"Ash, A. and Lissarrague, A. and Giacon, J",all,Num,-29.91686548,149.6172319,*kanu-2,Central-NSW,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,baabi-li,paːpili,sleep,"Ash, A. and Lissarrague, A. and Giacon, J",sleep,Vi,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,nganda,ŋanta,bark canoe,"Ash, A. and Lissarrague, A. and Giacon, J",canoe (bark),N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhinawan,t̪inawan,Emu,"Ash, A. and Lissarrague, A. and Giacon, J",emu,N,-29.91686548,149.6172319,*cinawan,Central-NSW,emu,probably loan in Badjiri
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,garriil,kariːl,cold,"Ash, A. and Lissarrague, A. and Giacon, J",cold (be),Adj,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,marayn,maɹajn,dingo,"Ash, A. and Lissarrague, A. and Giacon, J",dingo,N,-29.91686548,149.6172319,*marayn,N/A,dingo,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,wandhala,want̪ala,eaglehawk,"Ash, A. and Lissarrague, A. and Giacon, J",eaglehawk,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"bigibila, marrawal",pikipila,Echidna,"Ash, A. and Lissarrague, A. and Giacon, J",echidna,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,burraalga,puraːlka,Brolga,"Ash, A. and Lissarrague, A. and Giacon, J",brolga (native companion),N,-29.91686548,149.6172319,*purrarlka,N/A,brolga,why final a? (CB)
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"galaarr, gulaarr",kalaːr,how?,"Ash, A. and Lissarrague, A. and Giacon, J",how?,Adv,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhaya,t̪aja,older brother,"Ash, A. and Lissarrague, A. and Giacon, J",brother (elder),N,-29.91686548,149.6172319,*thaya,N/A,brother (elder),
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,galumaay,kalumaːj,younger brother,"Ash, A. and Lissarrague, A. and Giacon, J",brother (younger),N,-29.91686548,149.6172319,*kaluma:y,N/A,brother (younger),
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"baawaa, bagaan, dhawurran",paːwaː,older sister,"Ash, A. and Lissarrague, A. and Giacon, J",sister (older),N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"bagaan, bariyan",pakaːn,younger sister,"Ash, A. and Lissarrague, A. and Giacon, J",sister (younger),N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"gunii, gunidjarr, ngambaa",kuniː,mother,"Ash, A. and Lissarrague, A. and Giacon, J",mother,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"baayna, bubaa, buwadjarr",paːjna,father,"Ash, A. and Lissarrague, A. and Giacon, J",father,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"badhii, waabi",pat̪iː,mother's mother,"Ash, A. and Lissarrague, A. and Giacon, J",mother’s mother,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhaadhaa,t̪aːt̪aː,mother's father,"Ash, A. and Lissarrague, A. and Giacon, J",mother’s father,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"garrimaay, mamaay",karimaːj,father's mother,"Ash, A. and Lissarrague, A. and Giacon, J",father’s mother,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,garruu,karuː,mother's brother,"Ash, A. and Lissarrague, A. and Giacon, J",mother’s brother,N,-29.91686548,149.6172319,*karru:,N/A,mother's brother,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"ngamurr, wurrumay",ŋamur,man's child,"Ash, A. and Lissarrague, A. and Giacon, J",son or daughter (man’s),N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"ngamurr, wurrumay",ŋamur,woman's child,"Ash, A. and Lissarrague, A. and Giacon, J",son or daughter (woman’s),N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"dhiirra-y, winanga-y",t̪iːraj,know,"Ash, A. and Lissarrague, A. and Giacon, J",know (something),V,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,waragaal,waɹakaːl,left,"Ash, A. and Lissarrague, A. and Giacon, J",left,Adj,-29.91686548,149.6172319,*wayaka:l,N/A,left,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,dhuruyaal,t̪uɹujaːl,right,"Ash, A. and Lissarrague, A. and Giacon, J",right,Adj,-29.91686548,149.6172319,*thuruya:l,N/A,right,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,guliirr,kuliːr,husband,"Ash, A. and Lissarrague, A. and Giacon, J",husband,N,-29.91686548,149.6172319,*kuli:rr,N/A,husband,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,guliirr,kuliːr,wife,"Ash, A. and Lissarrague, A. and Giacon, J",wife,N,-29.91686548,149.6172319,*guliirr,N/A,wife,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,gima,kima,mouse,"Ash, A. and Lissarrague, A. and Giacon, J",mouse,N,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"gamil, marayrr",kamil,not,"Ash, A. and Lissarrague, A. and Giacon, J","no, not",Part,-29.91686548,149.6172319,,,,
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,"ngurru, buluuy",ŋuru,night,"Ash, A. and Lissarrague, A. and Giacon, J",night,N,-29.91686548,149.6172319,,,,
